,index,Driver,Vehicle,Tire,Glider,GroundSpeed,WaterSpeed,AirSpeed,AntiGravitySpeed,Acceleration,Weight,GroundHandling,WaterHandling,AirHandling,AntiGravityHandling,Traction,MiniTurbo,Total,Balance,AverageSpeed,WeightedSpeed,AverageHandling,WeightedHandling,GroundMastery,WaterMastery,AirMastery,AntiGravityMastery,DriftMastery,CollisionMastery
9515,407288,Donkey Kong,Prancer,Off-Road,Super Glider,5.0,5.0,4.5,4.25,2.5,4.0,2.5,2.25,2.5,2.5,3.0,2.25,40.25,3.8949581798671935,4.6875,4.725,2.4375,2.45,3.75,3.625,3.5,3.375,2.5625,3.25
9516,402461,Donkey Kong,Prancer,Retro Off-Road,Super Glider,5.0,5.0,4.5,4.25,2.5,4.0,2.5,2.25,2.75,2.5,3.0,2.25,40.5,3.910275264114832,4.6875,4.725,2.5,2.475,3.75,3.625,3.625,3.375,2.583333333333333,3.25
9517,456399,Dry Bowser,Bounder,Off-Road,Cloud Glider,5.0,5.0,4.5,4.75,2.5,4.25,2.25,1.75,2.25,2.5,2.75,2.25,39.75,3.738124591944773,4.8125,4.875,2.1875,2.225,3.625,3.375,3.375,3.625,2.395833333333333,3.25
9518,456555,Dry Bowser,Bounder,Retro Off-Road,Cloud Glider,5.0,5.0,4.5,4.75,2.5,4.25,2.25,1.75,2.5,2.5,2.75,2.25,40.0,3.7553143271321776,4.8125,4.875,2.25,2.25,3.625,3.375,3.5,3.625,2.4166666666666665,3.25
9519,455806,Dry Bowser,Prancer,Off-Road,Peach Parasol,5.0,5.0,4.5,4.75,2.5,4.25,2.25,2.25,2.5,2.0,3.0,2.25,40.25,3.773130677972045,4.8125,4.875,2.25,2.2,3.625,3.625,3.5,3.375,2.5,3.25
9520,454460,Dry Bowser,Prancer,Retro Off-Road,Peach Parasol,5.0,5.0,4.5,4.75,2.5,4.25,2.25,2.25,2.75,2.0,3.0,2.25,40.5,3.7869085322652256,4.8125,4.875,2.3125,2.225,3.625,3.625,3.625,3.375,2.520833333333333,3.25
9521,462565,Bowser,Bounder,Off-Road,Cloud Glider,5.0,5.0,4.5,4.75,2.5,4.5,2.0,1.5,2.0,2.25,2.5,2.25,38.75,3.624655690491661,4.8125,4.875,1.9375,1.975,3.5,3.25,3.25,3.5,2.2291666666666665,3.25
9522,462741,Bowser,Bounder,Retro Off-Road,Cloud Glider,5.0,5.0,4.5,4.75,2.5,4.5,2.0,1.5,2.25,2.25,2.5,2.25,39.0,3.643198949400064,4.8125,4.875,2.0,2.0,3.5,3.25,3.375,3.5,2.25,3.25
9523,466094,Bowser,Prancer,Off-Road,Peach Parasol,5.0,5.0,4.5,4.75,2.5,4.5,2.0,2.0,2.25,1.75,2.75,2.25,39.25,3.6623530950119,4.8125,4.875,2.0,1.95,3.5,3.5,3.375,3.25,2.333333333333333,3.25
9524,466262,Bowser,Prancer,Retro Off-Road,Peach Parasol,5.0,5.0,4.5,4.75,2.5,4.5,2.0,2.0,2.5,1.75,2.75,2.25,39.5,3.6778403800576647,4.8125,4.875,2.0625,1.975,3.5,3.5,3.5,3.25,2.3541666666666665,3.25
9525,458157,Dry Bowser,Blue Falcon,Off-Road,Cloud Glider,5.0,5.0,4.5,5.0,2.75,3.75,2.0,2.0,2.0,3.0,3.5,2.25,40.75,3.76390307578224,4.875,4.95,2.25,2.3,3.5,3.5,3.25,4.0,2.6666666666666665,2.875
9526,452109,Dry Bowser,Blue Falcon,Retro Off-Road,Cloud Glider,5.0,5.0,4.5,5.0,2.75,3.75,2.0,2.0,2.25,3.0,3.5,2.25,41.0,3.787689408733484,4.875,4.95,2.3125,2.325,3.5,3.5,3.375,4.0,2.6875,2.875
9527,463737,Bowser,Blue Falcon,Off-Road,Cloud Glider,5.0,5.0,4.5,5.0,2.75,4.0,1.75,1.75,1.75,2.75,3.25,2.25,39.75,3.6680286312113433,4.875,4.95,2.0,2.05,3.375,3.375,3.125,3.875,2.5,2.875
9528,470043,Bowser,Blue Falcon,Retro Off-Road,Cloud Glider,5.0,5.0,4.5,5.0,2.75,4.0,1.75,1.75,2.0,2.75,3.25,2.25,40.0,3.692967738220157,4.875,4.95,2.0625,2.075,3.375,3.375,3.25,3.875,2.520833333333333,2.875
9529,451667,Dry Bowser,Standard Kart,Metal,Cloud Glider,5.0,5.0,4.75,4.5,2.25,4.5,2.5,2.0,2.25,2.25,2.5,2.25,39.75,3.7158085316929066,4.8125,4.825,2.25,2.3,3.75,3.5,3.5,3.375,2.333333333333333,3.5
9530,463587,Bowser,Standard Kart,Metal,Cloud Glider,5.0,5.0,4.75,4.5,2.25,4.75,2.25,1.75,2.0,2.0,2.25,2.25,38.75,3.6000879356621045,4.8125,4.825,2.0,2.05,3.625,3.375,3.375,3.25,2.1666666666666665,3.5
9531,454624,Dry Bowser,Standard Kart,Off-Road,Wario Wing,5.0,5.0,4.75,4.75,2.75,4.75,2.25,2.0,2.25,2.25,3.25,2.25,41.25,3.7113916950305015,4.875,4.9,2.1875,2.2,3.625,3.5,3.5,3.5,2.5625,3.5
9532,447148,Dry Bowser,Standard Kart,Retro Off-Road,Wario Wing,5.0,5.0,4.75,4.75,2.75,4.75,2.25,2.0,2.5,2.25,3.25,2.25,41.5,3.730455820287287,4.875,4.9,2.25,2.225,3.625,3.5,3.625,3.5,2.583333333333333,3.5
9533,458749,Bowser,Standard Kart,Off-Road,Wario Wing,5.0,5.0,4.75,4.75,2.75,5.0,2.0,1.75,2.0,2.0,3.0,2.25,40.25,3.5919939415591777,4.875,4.9,1.9375,1.95,3.5,3.375,3.375,3.375,2.395833333333333,3.5
9534,466510,Bowser,Standard Kart,Retro Off-Road,Wario Wing,5.0,5.0,4.75,4.75,2.75,5.0,2.0,1.75,2.25,2.0,3.0,2.25,40.5,3.612146850838907,4.875,4.9,2.0,1.975,3.5,3.375,3.5,3.375,2.4166666666666665,3.5
9535,452419,Dry Bowser,Tanooki Kart,Metal,Wario Wing,5.0,5.0,5.0,4.5,1.5,5.25,2.75,2.75,2.0,2.0,3.25,1.75,40.75,3.540476675988584,4.875,4.85,2.375,2.45,3.875,3.875,3.5,3.25,2.458333333333333,4.0
9536,465180,Bowser,Tanooki Kart,Metal,Wario Wing,5.0,5.0,5.0,4.5,1.5,5.5,2.5,2.5,1.75,1.75,3.0,1.75,39.75,3.4401158259782116,4.875,4.85,2.125,2.2,3.75,3.75,3.375,3.125,2.2916666666666665,4.0
9537,458589,Dry Bowser,Mach 8,Metal,Cloud Glider,5.0,5.0,5.0,5.0,2.0,4.75,2.25,2.0,2.0,2.5,2.75,2.25,40.5,3.5918258113945765,5.0,5.0,2.1875,2.25,3.625,3.5,3.5,3.75,2.395833333333333,3.5
9538,462239,Bowser,Mach 8,Metal,Cloud Glider,5.0,5.0,5.0,5.0,2.0,5.0,2.0,1.75,1.75,2.25,2.5,2.25,39.5,3.4780644301456523,5.0,5.0,1.9375,2.0,3.5,3.375,3.375,3.625,2.2291666666666665,3.5
9539,450508,Dry Bowser,Mach 8,Off-Road,Wario Wing,5.0,5.0,5.0,5.25,2.5,5.0,2.0,2.0,2.0,2.5,3.5,2.25,42.0,3.5737844100238885,5.0625,5.075,2.125,2.15,3.5,3.5,3.5,3.875,2.625,3.5
9540,450676,Dry Bowser,Mach 8,Retro Off-Road,Wario Wing,5.0,5.0,5.0,5.25,2.5,5.0,2.0,2.0,2.25,2.5,3.5,2.25,42.25,3.5960351057656657,5.0625,5.075,2.1875,2.175,3.5,3.5,3.625,3.875,2.645833333333333,3.5
9541,459335,Bowser,Mach 8,Off-Road,Wario Wing,5.0,5.0,5.0,5.25,2.5,5.25,1.75,1.75,1.75,2.25,3.25,2.25,41.0,3.45766803871933,5.0625,5.075,1.875,1.9,3.375,3.375,3.375,3.75,2.458333333333333,3.5
9542,462403,Bowser,Mach 8,Retro Off-Road,Wario Wing,5.0,5.0,5.0,5.25,2.5,5.25,1.75,1.75,2.0,2.25,3.25,2.25,41.25,3.480711141236257,5.0625,5.075,1.9375,1.925,3.375,3.375,3.5,3.75,2.4791666666666665,3.5
9543,449487,Dry Bowser,Prancer,Normal,Super Glider,5.0,5.0,5.25,4.5,2.5,4.0,2.75,2.5,2.75,2.5,3.0,2.5,42.25,3.864526864067563,4.9375,4.875,2.625,2.625,3.875,3.75,4.0,3.5,2.708333333333333,3.375
9544,466144,Bowser,Prancer,Normal,Super Glider,5.0,5.0,5.25,4.5,2.5,4.25,2.5,2.25,2.5,2.25,2.75,2.5,41.25,3.7654362198441405,4.9375,4.875,2.375,2.375,3.75,3.625,3.875,3.375,2.5416666666666665,3.375
9545,401681,Donkey Kong,Steel Driver,Metal,Cloud Glider,5.0,5.25,3.75,4.0,1.75,4.75,2.25,3.0,2.0,2.0,2.25,2.0,38.0,3.6843022360509208,4.5,4.625,2.3125,2.3,3.625,4.125,2.875,3.0,2.1875,3.5
9546,400829,Donkey Kong,Steel Driver,Off-Road,Wario Wing,5.0,5.25,3.75,4.25,2.25,5.0,2.0,3.0,2.0,2.0,3.0,2.0,39.5,3.695143105489527,4.5625,4.7,2.25,2.2,3.5,4.125,2.875,3.125,2.4166666666666665,3.5
9547,401872,Donkey Kong,Steel Driver,Retro Off-Road,Wario Wing,5.0,5.25,3.75,4.25,2.25,5.0,2.0,3.0,2.25,2.0,3.0,2.0,39.75,3.7158085316929066,4.5625,4.7,2.3125,2.225,3.5,4.125,3.0,3.125,2.4375,3.5
9548,457775,Dry Bowser,Steel Driver,Monster,Super Glider,5.0,5.25,4.0,4.25,1.75,5.25,1.5,2.5,1.75,1.5,3.75,2.0,38.5,3.4743357134836264,4.625,4.725,1.8125,1.725,3.25,3.875,2.875,2.875,2.520833333333333,3.375
9549,460575,Bowser,Steel Driver,Monster,Super Glider,5.0,5.25,4.0,4.25,1.75,5.5,1.25,2.25,1.5,1.25,3.5,2.0,37.5,3.364109917006536,4.625,4.725,1.5625,1.475,3.125,3.75,2.75,2.75,2.3541666666666665,3.375
9550,448771,Dry Bowser,Steel Driver,Slim,Cloud Glider,5.0,5.25,4.0,5.0,2.0,4.5,2.5,3.25,2.75,2.25,2.25,2.25,41.0,3.7462178430964577,4.8125,4.95,2.6875,2.6,3.75,4.25,3.375,3.625,2.395833333333333,3.5
9551,469561,Bowser,Steel Driver,Slim,Cloud Glider,5.0,5.25,4.0,5.0,2.0,4.75,2.25,3.0,2.5,2.0,2.0,2.25,40.0,3.64599359922734,4.8125,4.95,2.4375,2.35,3.625,4.125,3.25,3.5,2.2291666666666665,3.5
9552,448023,Dry Bowser,Steel Driver,Normal,Wario Wing,5.0,5.25,4.5,4.5,2.25,5.0,2.25,3.25,2.25,2.0,3.0,2.25,41.5,3.7082722399589736,4.8125,4.85,2.4375,2.375,3.625,4.25,3.375,3.25,2.5625,3.625
9553,460567,Bowser,Steel Driver,Normal,Wario Wing,5.0,5.25,4.5,4.5,2.25,5.25,2.0,3.0,2.0,1.75,2.75,2.25,40.5,3.5958664917142285,4.8125,4.85,2.1875,2.125,3.5,4.125,3.25,3.125,2.395833333333333,3.625
9554,449337,Dry Bowser,Prancer,Off-Road,Cloud Glider,5.0,5.25,4.5,4.75,2.5,4.0,2.25,2.0,2.5,2.25,3.25,2.25,40.5,3.7591242095710284,4.875,4.925,2.25,2.225,3.625,3.625,3.5,3.5,2.583333333333333,3.125
9555,455971,Dry Bowser,Prancer,Retro Off-Road,Cloud Glider,5.0,5.25,4.5,4.75,2.5,4.0,2.25,2.0,2.75,2.25,3.25,2.25,40.75,3.773130677972045,4.875,4.925,2.3125,2.25,3.625,3.625,3.625,3.5,2.6041666666666665,3.125
9556,461095,Bowser,Prancer,Off-Road,Cloud Glider,5.0,5.25,4.5,4.75,2.5,4.25,2.0,1.75,2.25,2.0,3.0,2.25,39.5,3.656525310091685,4.875,4.925,2.0,1.975,3.5,3.5,3.375,3.375,2.4166666666666665,3.125
9557,467685,Bowser,Prancer,Retro Off-Road,Cloud Glider,5.0,5.25,4.5,4.75,2.5,4.25,2.0,1.75,2.5,2.0,3.0,2.25,39.75,3.6723012047497035,4.875,4.925,2.0625,2.0,3.5,3.5,3.5,3.375,2.4375,3.125
9558,446990,Dry Bowser,Standard Kart,Off-Road,Super Glider,5.0,5.25,4.75,4.5,2.75,4.5,2.25,1.75,2.25,2.5,3.5,2.25,41.25,3.7158085316929066,4.875,4.875,2.1875,2.225,3.625,3.5,3.5,3.5,2.645833333333333,3.375
9559,447146,Dry Bowser,Standard Kart,Retro Off-Road,Super Glider,5.0,5.25,4.75,4.5,2.75,4.5,2.25,1.75,2.5,2.5,3.5,2.25,41.5,3.7349392157375245,4.875,4.875,2.25,2.25,3.625,3.5,3.625,3.5,2.6666666666666665,3.375
9560,463445,Bowser,Standard Kart,Off-Road,Super Glider,5.0,5.25,4.75,4.5,2.75,4.75,2.0,1.5,2.0,2.25,3.25,2.25,40.25,3.60415253286215,4.875,4.875,1.9375,1.975,3.5,3.375,3.375,3.375,2.4791666666666665,3.375
9561,466508,Bowser,Standard Kart,Retro Off-Road,Super Glider,5.0,5.25,4.75,4.5,2.75,4.75,2.0,1.5,2.25,2.25,3.25,2.25,40.5,3.624483568056908,4.875,4.875,2.0,2.0,3.5,3.375,3.5,3.375,2.5,3.375
9562,453598,Dry Bowser,Tanooki Kart,Metal,Super Glider,5.0,5.25,5.0,4.25,1.5,5.0,2.75,2.5,2.0,2.25,3.5,1.75,40.75,3.5640241940925623,4.875,4.825,2.375,2.475,3.875,3.875,3.5,3.25,2.5416666666666665,3.875
9563,465346,Bowser,Tanooki Kart,Metal,Super Glider,5.0,5.25,5.0,4.25,1.5,5.25,2.5,2.25,1.75,2.0,3.25,1.75,39.75,3.4695328995843964,4.875,4.825,2.125,2.225,3.75,3.75,3.375,3.125,2.375,3.875
9564,450518,Dry Bowser,Mach 8,Off-Road,Super Glider,5.0,5.25,5.0,5.0,2.5,4.75,2.0,1.75,2.0,2.75,3.75,2.25,42.0,3.5817744761979373,5.0625,5.05,2.125,2.175,3.5,3.5,3.5,3.875,2.708333333333333,3.375
9565,450632,Dry Bowser,Mach 8,Retro Off-Road,Super Glider,5.0,5.25,5.0,5.0,2.5,4.75,2.0,1.75,2.25,2.75,3.75,2.25,42.25,3.60415253286215,5.0625,5.05,2.1875,2.2,3.5,3.5,3.625,3.875,2.7291666666666665,3.375
9566,459338,Bowser,Mach 8,Off-Road,Super Glider,5.0,5.25,5.0,5.0,2.5,5.0,1.75,1.5,1.75,2.5,3.5,2.25,41.0,3.4724747683480532,5.0625,5.05,1.875,1.925,3.375,3.375,3.375,3.75,2.5416666666666665,3.375
9567,462434,Bowser,Mach 8,Retro Off-Road,Super Glider,5.0,5.25,5.0,5.0,2.5,5.0,1.75,1.5,2.0,2.5,3.5,2.25,41.25,3.495744672301577,5.0625,5.05,1.9375,1.95,3.375,3.375,3.5,3.75,2.5625,3.375
9568,401702,Donkey Kong,Steel Driver,Off-Road,Super Glider,5.0,5.5,3.75,4.0,2.25,4.75,2.0,2.75,2.0,2.25,3.25,2.0,39.5,3.717099640138279,4.5625,4.675,2.25,2.225,3.5,4.125,2.875,3.125,2.5,3.375
9569,401873,Donkey Kong,Steel Driver,Retro Off-Road,Super Glider,5.0,5.5,3.75,4.0,2.25,4.75,2.0,2.75,2.25,2.25,3.25,2.0,39.75,3.738124591944773,4.5625,4.675,2.3125,2.25,3.5,4.125,3.0,3.125,2.520833333333333,3.375
9570,457866,Dry Bowser,Steel Driver,Off-Road,Peach Parasol,5.0,5.5,3.75,4.5,2.25,5.0,1.75,2.75,2.0,1.75,3.25,2.0,39.5,3.5904814920539625,4.6875,4.825,2.0625,1.975,3.375,4.125,2.875,3.125,2.4375,3.375
9571,448034,Dry Bowser,Steel Driver,Retro Off-Road,Peach Parasol,5.0,5.5,3.75,4.5,2.25,5.0,1.75,2.75,2.25,1.75,3.25,2.0,39.75,3.6095904789006816,4.6875,4.825,2.125,2.0,3.375,4.125,3.0,3.125,2.458333333333333,3.375
9572,460510,Bowser,Steel Driver,Off-Road,Peach Parasol,5.0,5.5,3.75,4.5,2.25,5.25,1.5,2.5,1.75,1.5,3.0,2.0,38.5,3.4780644301456523,4.6875,4.825,1.8125,1.725,3.25,4.0,2.75,3.0,2.270833333333333,3.375
9573,459754,Bowser,Steel Driver,Retro Off-Road,Peach Parasol,5.0,5.5,3.75,4.5,2.25,5.25,1.5,2.5,2.0,1.5,3.0,2.0,38.75,3.498264892421658,4.6875,4.825,1.875,1.75,3.25,4.0,2.875,3.0,2.2916666666666665,3.375
9574,448899,Dry Bowser,Steel Driver,Normal,Super Glider,5.0,5.5,4.5,4.25,2.25,4.75,2.25,3.0,2.25,2.25,3.25,2.25,41.5,3.739438557025025,4.8125,4.825,2.4375,2.4,3.625,4.25,3.375,3.25,2.645833333333333,3.5
9575,460416,Bowser,Steel Driver,Normal,Super Glider,5.0,5.5,4.5,4.25,2.25,5.0,2.0,2.75,2.0,2.0,3.0,2.25,40.5,3.632769887027724,4.8125,4.825,2.1875,2.15,3.5,4.125,3.25,3.125,2.4791666666666665,3.5
9576,457857,Dry Bowser,Steel Driver,Off-Road,Cloud Glider,5.0,5.75,3.75,4.5,2.25,4.75,1.75,2.5,2.0,2.0,3.5,2.0,39.75,3.589306263506562,4.75,4.875,2.0625,2.0,3.375,4.125,2.875,3.25,2.520833333333333,3.25
9577,448911,Dry Bowser,Steel Driver,Retro Off-Road,Cloud Glider,5.0,5.75,3.75,4.5,2.25,4.75,1.75,2.5,2.25,2.0,3.5,2.0,40.0,3.608739398744412,4.75,4.875,2.125,2.025,3.375,4.125,3.0,3.25,2.5416666666666665,3.25
9578,460503,Bowser,Steel Driver,Off-Road,Cloud Glider,5.0,5.75,3.75,4.5,2.25,5.0,1.5,2.25,1.75,1.75,3.25,2.0,38.75,3.4832063822695325,4.75,4.875,1.8125,1.75,3.25,4.0,2.75,3.125,2.3541666666666665,3.25
9579,459793,Bowser,Steel Driver,Retro Off-Road,Cloud Glider,5.0,5.75,3.75,4.5,2.25,5.0,1.5,2.25,2.0,1.75,3.25,2.0,39.0,3.5037926735788374,4.75,4.875,1.875,1.775,3.25,4.0,2.875,3.125,2.375,3.25
9580,342729,Metal Mario,Circuit Special,Slick,Wario Wing,5.25,3.0,3.75,5.0,1.75,5.25,2.5,2.0,2.0,2.5,1.25,1.5,35.75,3.5211401299813714,4.25,4.575,2.25,2.35,3.875,2.5,2.875,3.75,1.6666666666666667,3.875
9581,343310,Metal Mario,Badwagon,Slick,Wario Wing,5.25,3.25,3.5,4.75,1.5,5.5,2.25,2.0,2.0,2.25,2.25,1.25,35.75,3.5327114782495554,4.1875,4.525,2.125,2.175,3.75,2.625,2.75,3.5,1.875,3.875
9582,342566,Metal Mario,Circuit Special,Slick,Super Glider,5.25,3.25,3.75,4.75,1.75,5.0,2.5,1.75,2.0,2.75,1.5,1.5,35.75,3.5960351057656657,4.25,4.55,2.25,2.375,3.875,2.5,2.875,3.75,1.75,3.75
9583,401376,Donkey Kong,Circuit Special,Slick,Peach Parasol,5.25,3.25,3.75,5.25,2.0,4.5,2.25,1.75,2.0,2.25,1.0,1.75,35.0,3.548772724188039,4.375,4.7,2.0625,2.125,3.75,2.5,2.875,3.75,1.6041666666666667,3.375
9584,351095,Metal Mario,Badwagon,Slick,Super Glider,5.25,3.5,3.5,4.5,1.5,5.25,2.25,1.75,2.0,2.5,2.5,1.25,35.75,3.5919939415591777,4.1875,4.5,2.125,2.2,3.75,2.625,2.75,3.5,1.9583333333333333,3.75
9585,401960,Donkey Kong,Badwagon,Slick,Peach Parasol,5.25,3.5,3.5,5.0,1.75,4.75,2.0,1.75,2.0,2.0,2.0,1.5,35.0,3.5884674136158803,4.3125,4.65,1.9375,1.95,3.625,2.625,2.75,3.5,1.8125,3.375
9586,405637,Donkey Kong,Circuit Special,Slick,Cloud Glider,5.25,3.5,3.75,5.25,2.0,4.25,2.25,1.5,2.0,2.5,1.25,1.75,35.25,3.581273778733511,4.4375,4.75,2.0625,2.15,3.75,2.5,2.875,3.875,1.6875,3.25
9587,403881,Donkey Kong,Bounder,Slick,Wario Wing,5.25,3.5,4.25,5.0,2.0,4.5,2.75,2.0,2.25,2.5,0.75,2.0,36.75,3.585284320244716,4.5,4.725,2.375,2.475,4.0,2.75,3.25,3.75,1.7083333333333333,3.625
9588,404905,Donkey Kong,Blue Falcon,Slick,Wario Wing,5.25,3.5,4.25,5.25,2.25,4.0,2.5,2.25,2.0,3.0,1.5,2.0,37.75,3.709922776565588,4.5625,4.8,2.4375,2.55,3.875,2.875,3.125,4.125,1.9791666666666667,3.25
9589,401959,Donkey Kong,Badwagon,Slick,Cloud Glider,5.25,3.75,3.5,5.0,1.75,4.5,2.0,1.5,2.0,2.25,2.25,1.5,35.25,3.6095904789006816,4.375,4.7,1.9375,1.975,3.625,2.625,2.75,3.625,1.8958333333333333,3.25
9590,342759,Metal Mario,Circuit Special,Metal,Wario Wing,5.25,3.75,4.25,4.25,1.5,5.5,2.5,2.5,1.75,2.25,1.75,1.5,36.75,3.534002821533164,4.375,4.55,2.25,2.35,3.875,3.125,3.0,3.25,1.8333333333333333,4.0
9591,403284,Donkey Kong,Bounder,Slick,Super Glider,5.25,3.75,4.25,4.75,2.0,4.25,2.75,1.75,2.25,2.75,1.0,2.0,36.75,3.651073659265536,4.5,4.7,2.375,2.5,4.0,2.75,3.25,3.75,1.7916666666666667,3.5
9592,408727,Donkey Kong,Prancer,Slick,Wario Wing,5.25,3.75,4.25,5.0,2.0,4.25,2.75,2.25,2.5,2.25,1.25,2.0,37.5,3.683582685675038,4.5625,4.775,2.4375,2.475,4.0,3.0,3.375,3.625,1.8958333333333333,3.5
9593,405060,Donkey Kong,Blue Falcon,Slick,Super Glider,5.25,3.75,4.25,5.0,2.25,3.75,2.5,2.0,2.0,3.25,1.75,2.0,37.75,3.7593150108007904,4.5625,4.775,2.4375,2.575,3.875,2.875,3.125,4.125,2.0625,3.125
9594,450918,Dry Bowser,Bounder,Slick,Peach Parasol,5.25,3.75,4.25,5.25,2.0,4.5,2.5,1.75,2.25,2.25,1.0,2.0,36.75,3.541774895790964,4.625,4.85,2.1875,2.25,3.875,2.75,3.25,3.75,1.7291666666666667,3.5
9595,468108,Bowser,Bounder,Slick,Peach Parasol,5.25,3.75,4.25,5.25,2.0,4.75,2.25,1.5,2.0,2.0,0.75,2.0,35.75,3.4280211756380354,4.625,4.85,1.9375,2.0,3.75,2.625,3.125,3.625,1.5625,3.5
9596,458272,Dry Bowser,Blue Falcon,Slick,Peach Parasol,5.25,3.75,4.25,5.5,2.25,4.0,2.25,2.0,2.0,2.75,1.75,2.0,37.75,3.6538846575603134,4.6875,4.925,2.25,2.325,3.75,2.875,3.125,4.125,2.0,3.125
9597,469872,Bowser,Blue Falcon,Slick,Peach Parasol,5.25,3.75,4.25,5.5,2.25,4.25,2.0,1.75,1.75,2.5,1.5,2.0,36.75,3.5495886163511465,4.6875,4.925,2.0,2.075,3.625,2.75,3.0,4.0,1.8333333333333333,3.125
9598,401508,Donkey Kong,Circuit Special,Slim,Wario Wing,5.25,3.75,4.5,5.25,2.0,4.5,2.75,2.75,2.5,2.5,1.25,2.0,39.0,3.6473930894212256,4.6875,4.875,2.625,2.65,4.0,3.25,3.5,3.875,1.9583333333333333,3.625
9599,343170,Metal Mario,Badwagon,Metal,Wario Wing,5.25,4.0,4.0,4.0,1.25,5.75,2.25,2.5,1.75,2.0,2.75,1.25,36.75,3.488209219621853,4.3125,4.5,2.125,2.175,3.75,3.25,2.875,3.0,2.0416666666666665,4.0
9600,346696,Metal Mario,Circuit Special,Metal,Super Glider,5.25,4.0,4.25,4.0,1.5,5.25,2.5,2.25,1.75,2.5,2.0,1.5,36.75,3.5933397063191896,4.375,4.525,2.25,2.375,3.875,3.125,3.0,3.25,1.9166666666666667,3.875
9601,401388,Donkey Kong,Circuit Special,Metal,Peach Parasol,5.25,4.0,4.25,4.5,1.75,4.75,2.25,2.25,1.75,2.0,1.5,1.75,36.0,3.5857864376269046,4.5,4.675,2.0625,2.125,3.75,3.125,3.0,3.25,1.7708333333333333,3.5
9602,407412,Donkey Kong,Prancer,Slick,Super Glider,5.25,4.0,4.25,4.75,2.0,4.0,2.75,2.0,2.5,2.5,1.5,2.0,37.5,3.7454627800006746,4.5625,4.75,2.4375,2.5,4.0,3.0,3.375,3.625,1.9791666666666667,3.375
9603,404009,Donkey Kong,Badwagon,Slim,Wario Wing,5.25,4.0,4.25,5.0,1.75,4.75,2.5,2.75,2.5,2.25,2.25,1.75,39.0,3.6944175803322654,4.625,4.825,2.5,2.475,3.875,3.375,3.375,3.625,2.1666666666666665,3.625
9604,450325,Dry Bowser,Bounder,Slick,Cloud Glider,5.25,4.0,4.25,5.25,2.0,4.25,2.5,1.5,2.25,2.5,1.25,2.0,37.0,3.568482475048795,4.6875,4.9,2.1875,2.275,3.875,2.75,3.25,3.875,1.8125,3.375
9605,454446,Dry Bowser,Prancer,Slick,Peach Parasol,5.25,4.0,4.25,5.25,2.0,4.25,2.5,2.0,2.5,2.0,1.5,2.0,37.5,3.624483568056908,4.6875,4.9,2.25,2.25,3.875,3.0,3.375,3.625,1.9166666666666667,3.375
9606,462089,Bowser,Bounder,Slick,Cloud Glider,5.25,4.0,4.25,5.25,2.0,4.5,2.25,1.25,2.0,2.25,1.0,2.0,36.0,3.4588964992577567,4.6875,4.9,1.9375,2.025,3.75,2.625,3.125,3.75,1.6458333333333333,3.375
9607,467676,Bowser,Prancer,Slick,Peach Parasol,5.25,4.0,4.25,5.25,2.0,4.5,2.25,1.75,2.25,1.75,1.25,2.0,36.5,3.5158667461607385,4.6875,4.9,2.0,2.0,3.75,2.875,3.25,3.5,1.75,3.375
9608,451947,Dry Bowser,Blue Falcon,Slick,Cloud Glider,5.25,4.0,4.25,5.5,2.25,3.75,2.25,1.75,2.0,3.0,2.0,2.0,38.0,3.658641575028352,4.75,4.975,2.25,2.35,3.75,2.875,3.125,4.25,2.083333333333333,3.0
9609,470023,Bowser,Blue Falcon,Slick,Cloud Glider,5.25,4.0,4.25,5.5,2.25,4.0,2.0,1.5,1.75,2.75,1.75,2.0,37.0,3.560566188750001,4.75,4.975,2.0,2.1,3.625,2.75,3.0,4.125,1.9166666666666667,3.0
9610,448527,Dry Bowser,Circuit Special,Monster,Wario Wing,5.25,4.0,4.5,5.0,1.75,5.25,1.5,1.75,1.5,1.5,3.0,1.75,36.75,3.3828862692494948,4.6875,4.85,1.5625,1.55,3.375,2.875,3.0,3.25,2.1041666666666665,3.375
9611,464837,Bowser,Circuit Special,Monster,Wario Wing,5.25,4.0,4.5,5.0,1.75,5.5,1.25,1.5,1.25,1.25,2.75,1.75,35.75,3.2631718652391166,4.6875,4.85,1.3125,1.3,3.25,2.75,2.875,3.125,1.9375,3.375
9612,401448,Donkey Kong,Circuit Special,Slim,Super Glider,5.25,4.0,4.5,5.0,2.0,4.25,2.75,2.5,2.5,2.75,1.5,2.0,39.0,3.720795701866337,4.6875,4.85,2.625,2.675,4.0,3.25,3.5,3.875,2.0416666666666665,3.5
9613,447099,Dry Bowser,Standard Kart,Slick,Wario Wing,5.25,4.0,4.5,5.25,2.25,4.75,2.5,1.75,2.25,2.25,1.75,2.0,38.5,3.5864562049211,4.75,4.925,2.1875,2.25,3.875,2.875,3.375,3.75,1.9791666666666667,3.625
9614,466505,Bowser,Standard Kart,Slick,Wario Wing,5.25,4.0,4.5,5.25,2.25,5.0,2.25,1.5,2.0,2.0,1.5,2.0,37.5,3.4681413547291937,4.75,4.925,1.9375,2.0,3.75,2.75,3.25,3.625,1.8125,3.625
